Model,Rows_Used,Predictors_Used,KFolds,NumTrees,LearnRate,MaxNumSplits,MinLeafSize,RMSE_Mean,RMSE_Std,MAE_Mean,MAE_Std,R2_Mean,R2_Std
Final Tuned LSBoost Wide,600000,595,3,700,0.035,120,12,45.3378707908594,0.0986343683723874,35.3686873398034,0.0882272271879747,0.787859308575088,0.000807020953871712
